"";"filenames";"tabloid";"non_tabloid";"is_tabloid";"title";"fakt";"pap";"topics";"image";"mediagallery"
"1";2183808309;1;2;FALSE;"Jak przygotowaæ siê do wakacyjnego wyjazdu do W³och - informacje praktyczne";0;0;"w³ochy,abc,poradnik";1;0
"2";3814465425;0;2;FALSE;"Dlaczego wybieramy niezdrowe jedzenie?";1;0;"kuchnia,niezdrowe jedzenie,dlaczego nie lubimy zdrowego jedzenia,lubiê niezdrowe jedzenie,fast foody a zdrowe jedzenie";1;0
"3";1925279945;0;2;FALSE;"Szyd³o: do wyborów idziemy z has³em ""Praca, nie obietnice""";0;1;"praca,kraj,podatki,emerytury,finanse,cit,bud¿et,po,pis";1;0
"4";3734025271;1;1;FALSE;"Nie ¿yje Gary Richrath z grupy rockowej REO Speedwagon";0;0;"reo speedwagon,muzyka,œmieræ,rock";0;0
"5";2336577417;0;3;FALSE;"Apple planuje wejœcie na rynek konsol?";0;0;"apple";1;0
"6";4947209925;3;0;TRUE;"Chcesz ¿yæ d³ugo? Jedz surowe jajka i strze¿ siê mê¿czyzn";1;0;"zdrowie i fitness,emma morano,jak byæ zdrowym,dieta emmy morano,diety znanych";1;0
"7";5695680283;0;1;FALSE;"W szko³ach wiêcej wypadków ni¿ w górnictwie";0;0;"wiadomoœci z rynku pracy,kraj";1;0
"8";4792085147;0;1;FALSE;"Xbox One pozwoli streamowaæ gry na PC w 1080p i 60 klatkach na sekundê";0;0;"xbox one";1;0
"9";4781828169;0;2;FALSE;"Ekspert: wybory w Grecji nie podwa¿¹ realizacji programu pomocowego";0;1;"grecja,ue,grecja na krawêdzi bankructwa,magazyn finanse,finanse publiczne";1;0
"10";4504246362;0;2;FALSE;"PKW publikuje pierwsze, cz¹stkowe wyniki referendum";0;0;"referendum w sprawie jow,pkw,kraj";1;0
"11";3259914714;1;1;FALSE;"Ignorancja i g³upota";0;0;"opinie";1;0
"12";3976393772;2;0;TRUE;"Piotr Duda: chciano mnie zdyskredytowaæ jako krezusa";0;0;"solidarnoœæ,kraj,piotr duda";1;0
"13";2274291443;0;3;FALSE;"Wa¿ne dane dla dolara w tym tygodniu";0;0;"komentarze walutowe,eurusd,eurpln";0;0
"14";4508324632;0;3;FALSE;"Senat odrzuci³ wniosek prezydenta Andrzeja Dudy ws. paŸdziernikowego referendum";0;1;"referendum,kraj,andrzej duda,senat";1;0
"15";4119764154;0;3;FALSE;"Grecja: Cipras ponownie nie uzyska³ wiêkszoœci rz¹dowej";0;1;"grecja,œwiat";1;0
"16";4786590096;0;1;FALSE;"Prezydent podpisa³ ustawê o kredytach na nowe technologie";0;1;"prawo,kraj,magazyn finanse,wiadomoœci";1;0
"17";4832971950;0;2;FALSE;"Ekspert: propozycje PO zaszkodz¹ etatowcom, a nie pomog¹ prekariuszom";0;1;"prawo pracy,po,kraj,wiadomoœci z rynku pracy,zatrudnienie";1;0
"18";4887854710;1;0;TRUE;"Wcisnêli mi bubel!";1;0;"konsument,emerytka,oszukana,halina gwizda³a,koenzym,q10";1;0
"19";3533522332;0;1;FALSE;"Unijni urzêdnicy wydaj¹ astronomiczne kwoty";0;1;"administracja publiczna,pe,ue,ke,koszty";1;0
"20";5393864985;2;1;TRUE;"Gwiezdne wojny: Przebudzenie mocy: nowy klip w sieci";0;0;"gwiezdne wojny: czêœæ vii - przebudzenie mocy,film,filmy";1;0
"21";5843894216;0;1;FALSE;"Mission: Impossible - Rogue Nation wci¹¿ na szczycie box office USA";0;0;"mission: impossible - rogue nation,film";1;0
"22";3096416130;1;0;TRUE;"Te badania szokuj¹. M³odzie¿ nie wie z kim chce uprawiaæ seks";1;0;"seks i emocje,wielka brytania,seks,orientacja seksualna,heteroseksualni,homoseksualni,homoseksualizm,zwi¹zki,badania,sonda¿";1;0
"23";4310119873;0;1;FALSE;"American Horror Story: Hotel: Lady Gaga urz¹dzi³a tematyczn¹ imprezê dla obsady serialu";0;0;"american horror story: hotel (serial),lady gaga,seriale";1;0
"24";5095433942;0;3;FALSE;"Fragment: ""Kasacja"" Remigiusz Mróz";0;0;"remigiusz mróz,ksi¹¿ki,fragmenty ksi¹¿ek,kasacja,zaginiêcie";1;0
"25";5690529259;0;2;FALSE;"Zembala na manifestacji pielêgniarek: podwy¿ka 1600 z³ roz³o¿ona na 4 lata";0;1;"s³u¿ba zdrowia,wiadomoœci z rynku pracy,zarobki,medycyna";1;0
"26";2364235107;3;2;TRUE;"Best Look: Elisa Sednaoui w komplecie Alberta Ferretti";0;0;"styl gwiazd";1;0
"27";2416142839;5;0;TRUE;"Sêdzia okrad³ Benzemê";1;0;"mundial 2014,mistrzostwa œwiata w brazylii,szwajcaria - francja,karim benzema,nieuznany gol,bjorn kuipers";0;0
"28";4705639661;0;1;FALSE;" Europejska Nagroda Obywatelska dla Fundacji Oswoiæ Los";0;1;"fundacja,kraj,parlament europejski";0;0
"29";4802982543;2;0;TRUE;"10 sposobów na to, jak nie daæ siê rutynie w zwi¹zku";1;0;"seks i emocje,rutyna w zwi¹zku,zwi¹zek,sympatia.pl,sympatia,uczucia,mi³oœæ,relacje,jak utrzymaæ zwi¹zek";1;0
"30";5518698261;1;0;TRUE;"Mata ochronna za 49 z³otych";1;0;"konsument,promocje,mata ochronna";1;0
"31";3622996067;0;5;FALSE;"UE daje pieniêdze na nowe miejsca pracy w Polsce";0;1;"kraj,wiadomoœci z rynku pracy,bezrobocie";1;0
"32";4594224559;0;2;FALSE;"Kopacz: Rada Krajowa PO zbierze siê najprawdopodobniej pod koniec tygodnia";0;1;"ewa kopacz,po,wybory parlamentarne 2015,kraj";0;0
"33";4409609238;0;3;FALSE;"Ostróda gospodarzem, a Polska faworytem mistrzostw œwiata w rozwi¹zywaniu zadañ szachowych";0;0;"szachy";1;0
"34";2663949397;2;2;FALSE;"MŒ: zagraniczne media zachwycone Anit¹ W³odarczyk";0;1;"lekkoatletyczne mistrzostwa œwiata w pekinie,anita w³odarczyk,rzut m³otem,lekkoatletyka";1;0
"35";3739929759;2;1;TRUE;"Ale wpadka. Student ogl¹da³ porno na wyk³adzie FILM";1;0;"œwiat,porno,wpadka,wpadka studenta,wpadka na zajêciach,australia,sydney,youtube";1;0
"36";2338981861;0;1;FALSE;"A mo¿e noc¹ wyjechaæ nad morze?";0;0;"kraj";1;0
"37";2421816207;2;0;TRUE;"Krad³a i wpad³a w pu³apkê!";1;0;"gdañsk,pomorze,trójmiasto,gdañsk,magazyn odzie¿owy,z³odziejka,stra¿ po¿arna,stra¿ miejska";1;0
"38";3769454929;0;3;FALSE;"Chiñski rollercoaster trwa w najlepsze";0;0;"komentarze gie³dowe (œwiat)";1;0
"39";3198334700;0;1;FALSE;"Zysk netto Energi w II kw. poni¿ej konsensusu, ale EBITDA zgodna z oczekiwaniami";0;1;"energa,wiadomoœci gie³dowe (kraj),wyniki spó³ek";0;0
"40";2471450702;0;3;FALSE;"Raport o suszy: najwiêkszy deficyt wody na LubelszczyŸnie";0;1;"magazyn rolnictwo,kraj,rolnictwo";1;0
"41";2414106700;1;0;TRUE;"Kim Kardashian stawia na polsk¹ modê";1;0;"moda i uroda,kim kardashian,magda butrym,styl gwiazd,stylizacje gwiazd,stylizacje kim kardashian,kim kardashian w polskiej marce,keeping up with the kardashians";1;0
"42";2856999007;0;1;FALSE;"Yamaha szykuje terenow¹ MT-09?";0;0;"yamaha,motocykle";1;0
"43";2827914259;2;1;TRUE;"Zrobi³am to z szefem. Seks w delegacji to nie zdrada?";1;0;"seks i emocje,seks,alkohol,wyjazdy integracyjne,zdrady,seks na wyjazdach integracyjnych,seks w pracy";1;0
"44";4529982836;3;1;TRUE;"Avril Lavigne rozsta³a siê z mê¿em: ""Jesteœmy i bêdziemy najlepszymi przyjació³mi""";0;0;"avril lavigne";1;0
"45";2253526747;1;1;FALSE;"Micha³ Wójcik - znany satyryk  musi p³aciæ by³ej ¿onie wysokie alimenty";0;0;"micha³ wójcik,ani mru mru";1;0
"46";2470634331;1;3;FALSE;"Rosja to po prostu firma wêglowodorowa";0;0;"opinie";1;0
"47";2460884815;0;3;FALSE;"Zembala: zmiany w pakiecie onkologicznym - skuteczniejsze leczenie";0;1;"marian zembala,kraj,s³u¿ba zdrowia,nowotwory,ministerstwo zdrowia,nfz";0;0
"48";4748660891;0;1;FALSE;"Antynoble 2015";0;0;"podobne w kategorii,ciekawostki,nauka";1;0
"49";3670130225;0;1;FALSE;"Ruszy³o po³¹czenie cargo z £odzi do chiñskiego Xiamen";0;1;"³ódŸ";1;0
"50";3197541338;0;1;FALSE;"Wyprodukowanie iPhone'a 6s kosztuje 234 dolary";0;0;"biznes,technowinki";1;0
"51";4183266437;0;2;FALSE;"Œmiertelny wypadek w Tenczynie na Zakopiance";1;0;"kraków,wypadek tenczyn,tenczyn,wypadek. wypadek na zakopiance,dopalacze,wypadek po dopalczach";1;0
"52";5055014213;0;1;FALSE;"Tomasz Kot w filmie ""¯yæ nie umieraæ"" - 28 sierpnia w kinach";0;1;"tomasz kot,film";1;0
"53";3913609079;0;1;FALSE;"W³ochy: powietrzne egzorcyzmy nad ""opêtanym miastem""";0;0;"w³ochy,œwiat,koœció³,egzorcyzmy";1;0
"54";2860955973;1;3;FALSE;"Final Fantasy XV - premiera w 2016 roku?";0;0;"final fantasy xv";1;0
"55";2500516658;0;2;FALSE;"Portugalia: policja przejê³a dwie tony kokainy w ³odzi rybackiej";0;1;"portugalia,œwiat,kokaina";0;0
"56";5918925780;0;2;FALSE;"NASA ostrzega przed podnosz¹cym siê poziomem wody";0;0;"nasa,œwiat";1;0
"57";3968966542;1;2;FALSE;"WiedŸmin 4 - kiedy premiera? CD Projekt RED rozwiewa w¹tpliwoœci";0;0;"wiedŸmin 4,wiedŸmin,wiedŸmin 3,wiedŸmin 3: dziki gon,cyberpunk 2077";1;0
"58";4757475162;0;2;FALSE;"Oficjalne wyniki referendum w województwie dolnoœl¹skim";0;1;"pkw,wroc³aw,referendum w sprawie jow";1;0
"59";2277596918;0;1;FALSE;"Zabrze: wydr¹¿ono drugie wejœcie do Sztolni Królowa Luiza";0;1;"œl¹sk";1;0
"60";3961600748;1;1;FALSE;"NASA uruchomi w³asny kana³ w Ultra HD";0;0;"internet,technowinki";1;0
"61";4431510690;0;1;FALSE;"Fotoksi¹¿ka w formacie A4 od 39 z³";1;0;"komputery - nowoœci,fotoksi¹¿ka,promocje";1;0
"62";6036975470;1;0;TRUE;"Z Tarnowa do Pragi. Rowerowy ""spacer"" harcerzy";0;0;"tarnów,kraków";1;0
"63";4974772259;1;1;FALSE;"Bankomat zjad³ Ci kartê? Nie panikuj!";1;0;"finanse,bankomat zjad³ mi kartê,bankomat,awaria bankomatu,bankomat nie odda³ karty,pieni¹dze,wyp³aty z bankomatów";1;0
"64";2396668896;1;1;FALSE;"Kamil Stoch: rzeczywistoœæ potrafi szybko sprowadziæ na ziemiê";0;0;"skoki narciarskie,zimowe,skoki,kamil stoch";1;0
"65";2115971452;1;0;TRUE;"WiedŸmin 3: Dziki Gon - wiemy, które elementy rozgrywki nie zmieœci³y siê w pe³nej wersji gry";0;0;"wiedŸmin 3,wiedŸmin 3: dziki gon";1;0
"66";3097896386;1;0;TRUE;"Politico: Beata Szyd³o mo¿e pomóc PiS-owi przebiæ szklany sufit";0;0;"beata szyd³o,wybory parlamentarne 2015,kraj";1;0
"67";5546331647;1;1;FALSE;"Rz¹d przyzna³ granty 10 firmom; zainwestuj¹ w Polsce ³¹cznie 659 mln z³";0;0;"inwestycje firm,paiiiz,kraj,indykpol,zatrudnienie";1;0
"68";4510358957;0;2;FALSE;"W centrum Rzymu odkryto ruiny niezwyk³ego domu";0;1;"w³ochy,rzym,archeologia,historia";1;0
"69";6136600014;1;3;FALSE;"Kontroluj zu¿ycie energii domowych sprzêtów";0;0;"gad¿ety,technowinki";1;0
"70";4992493245;0;1;FALSE;"Strajkuj¹ lekarze i pracownicy kolei";0;1;"grecja,grecja na krawêdzi bankructwa,strajki,magazyn finanse,strefa euro,ue";1;0
"71";5344104877;0;3;FALSE;"Kiedy Fed podniesie stopy procentowe?";0;0;"fed,komentarze walutowe,usa,eurusd";1;0
"72";4397177210;2;1;TRUE;"47-letnia Mira Sorvino nie przypomina dawnej gwiazdy";0;0;"mira sorvino,film";1;0
"73";1871050347;0;2;FALSE;"[dub] £ódŸ: wystawa o Kantorze w brazylijskim Sao Paulo";0;1;"sztuka,kraj,³ódŸ";0;0
"74";3413464681;0;2;FALSE;"Zaszczepi³aœ dziecko? Musisz to przeczytaæ";1;0;"zdrowie i fitness,szczepionki,prawdy i mity o szczepionkach,czy szczepiæ dziecko";1;0
"75";2264152622;2;0;TRUE;"Kupujesz prezent? Przeczytaj, a unikniesz wpadki";1;0;"dobre rady,nietrafione prezenty,zwrot towaru,wymiana towaru,prawa konsumenta,czy mogê zwróciæ zakupiony towar,co zrobiæ z nietrafionym prezentem,co kupiæ na prezent,uokik,co zrobiæ z prezentami";1;0
"76";2302049871;2;0;TRUE;"Krapkowice: okrad³ salon gier, znaleziono go z narkotykami";0;0;"krapkowice,opole";1;0
"77";3173666430;1;1;FALSE;"Eco to Minecraft dbaj¹cy o œrodowisko";0;0;"eco,gry niezale¿ne,kickstarter";1;0
"78";2343042357;1;0;TRUE;"Kanada: rz¹d zapowiada przyjêcie 10 tys. uchodŸców do koñca 2015 r.";0;1;"uchodŸcy,kanada";0;0
"79";2367578553;1;0;TRUE;"Najwiêksza bomba atomowa w historii czyli PR po rosyjsku";0;0;"œwiat";1;0
"80";4022858068;0;1;FALSE;"Wy¿sze emerytury dla wiêkszoœci emerytów!";1;0;"finanse,emerytury,waloryzacja,waloryzacja kwotowa,trybuna³ konstytucyjny,premier,emeryci,donald tusk";0;0
"81";5613455133;0;3;FALSE;"£ódŸ: wniosek o rozszerzenie £ódzkiej SSE trafi³ do resortu gospodarki";0;1;"³ódŸ";0;0
"82";4029146163;0;2;FALSE;"Zmiennoœæ, zmiennoœæ i jeszcze raz zmiennoœæ";0;0;"komentarze gie³dowe (œwiat)";1;0
"83";2438688179;0;1;FALSE;"Banki zawy¿a³y raty? To oddadz¹ pieni¹dze";1;0;"finanse,banki oddadz¹ pieni¹dze,kredyt,franki,spread,pieni¹dze,pozew,s¹d,wyrok,s¹d najwy¿szy,kurs waluty,frank szwajcarski";0;0
"84";4377171238;1;2;FALSE;"Duda: m³odym ludziom mo¿na pomóc, m.in. wspieraj¹c przedsiêbiorców";0;1;"andrzej duda,kraj,przedsiêbiorstwa,wiadomoœci";1;0
"85";2953196977;1;1;FALSE;"Do bankomatu bez kapelusza i okularów przeciws³onecznych";0;0;"korea po³udniowa";1;0
"86";2239409338;1;0;TRUE;"Xbox One - du¿a aktualizacja systemu";0;0;"xbox one";1;0
"87";2225314942;0;1;FALSE;"Amnesty International o ""piekle uchodŸców"" na greckiej wyspie Kos";0;1;"uchodŸcy,amnesty international,œwiat";1;0
"88";3476069885;0;3;FALSE;"Thomas de Maizierer: jest polityczna zgoda UE na podzia³ 160 tys. uchodŸców";0;1;"uchodŸcy,œwiat";1;0
"89";2683999762;1;0;TRUE;"Uwa¿aj na ¿arty w sieci. Mo¿e Ciê zatrzymaæ policja";1;0;"œwiat,prywatny czat,pedofilia,handel ludŸmi,hiszpania,granada,g³upi ¿art,komenda policji,przes³uchanie";1;0
"90";3387767354;0;2;FALSE;"Olsztyn: pose³ PiS Jerzy Szmit rezygnuje ze startu w wyborach do Sejmu";0;1;"wybory parlamentarne 2015,sejm,olsztyn,pis";1;0
"91";3344913358;0;1;FALSE;"Inspektorat Uzbrojenia MON: przetarg na œmig³owce jest zgodny z prawem";0;1;"zbrojeniowy,mon,wojsko,kraj,przetarg,zbrojeniówka,magazyn przemys³";1;0
"92";4486639164;2;0;TRUE;"Rozpal jego uczucia. Zacznij randkê od tego drinka";1;0;"kuchnia,kruszon z bia³ego wina,co do wina,wino wytrawne,bia³e wino z ogórkiem,drink na walentynki,kruszon,przepis na kruszon,przepis na walentynkowego drinka";1;0
"93";2996258397;2;0;TRUE;"Katarzyna Glinka - jak aktorka ³¹czy macierzyñstwo z prac¹?";0;0;"katarzyna glinka";1;0
"94";3067148741;0;1;FALSE;"Ograniczenie op³at interchange nie dotknie mniejszych operatorów";0;1;"prawo,magazyn finanse,kraj";1;0
"95";3998830794;3;0;TRUE;"Wiemy, kto zaprojektowa³ sukienki Kingi Dudy!";0;0;"czarna suknia,moda,newsy,styl gwiazd,sukienki rozkloszowane,sukienki koronkowe,czarna sukienka,ma³a czarna,czarne sukienki,sukienki damskie,sukienki online,sukienki sklep,wizytowe sukienki,³adne sukienki,najmodniejsze sukienki,sukienki bombki,sukienka koktajlowa";1;0
"96";5424009817;2;1;TRUE;"Niesforne w³osy po deszczu? Tak temu zaradzisz";1;0;"moda i uroda,deszcz,w³osy,fryzura,od¿ywki do w³osów,jak dbaæ o w³osy,mokre w³osy,jesieñ,z³a pogoda,potargane w³osy,czesanie,modelowanie";1;0
"97";3019414130;0;3;FALSE;"Grecja: minister stanu apeluje o miêdzynarodowy szczyt ws. uchodŸców";0;1;"grecja,œwiat";0;0
"98";2104903298;2;0;TRUE;"Best Look: Ciara w Alexandre Vauthier";0;0;"styl gwiazd";1;0
"99";5418769580;2;0;TRUE;"Dwa dni niós³ psa na rêkach przez las, ¿eby uratowaæ mu ¿ycie. Poruszaj¹ce";0;0;"ciekawostki";1;0
"100";5954906776;1;1;FALSE;"Energa Sopot Match Race: triumf Sehesteda, Jab³oñski trzeci";0;1;"energa sopot match race,¿eglarstwo";1;0
"101";3757283597;3;0;TRUE;"A mia³ byæ ma³ym pieskiem!";1;0;"œwiat,pies,dog niemiecki,szczeniak";1;0
"102";2833622132;1;4;FALSE;"Kszczot ze srebrem, Lewandowski zdyskwalifikowany";1;0;"sopot 2014,halowe mistrzostwa œwiata,sopot 2014,bieg,adam kszczot,marcin lewandowski,800 metrów,medal";0;0
"103";5069735552;2;0;TRUE;"Dramat trenera Brazylijczyków. Zmar³ jego bratanek";1;0;"mundial 2014,luiz felipe scolari,mundial 2014,mistrzostwa œwiata,brazylia,reprezentacja brazylii,chorwacja";0;0
"104";2433126357;3;1;TRUE;"Rosja: kontrowersje wokó³ luksusowego zegarka rzecznika Kremla";0;1;"rosja,œwiat";0;0
"105";3378986017;2;0;TRUE;"Greg Oden zarobi w lidze chiñskiej 1,2 mln dolarów";0;1;"koszykówka";1;0
"106";4698184288;1;1;FALSE;"W Poznaniu chc¹ upamiêtniæ pierwsz¹ kobietê stracon¹ w Polsce za czary";0;1;"poznañ";0;0
"107";6026750493;0;2;FALSE;"Najnowsze ustalenia ws. wypadku szybowca w P³ocku";0;1;"p³ock,warszawa";1;0
"108";3957809462;1;3;FALSE;"Gigantyczna kara za zmowê. Apple, Google, Adobe i Intel ukarani";0;0;"google inc.,œwiat,apple,intel,wiadomoœci z rynku pracy,prawo pracy";1;0
"109";2548975314;3;2;TRUE;"Hiszpania: do 30 tys. euro mandatu za ""kontraktowanie"" prostytutki na ulicy";0;1;"hiszpania,œwiat";0;0
"110";2289794304;1;1;FALSE;"Opole: remont lodowiska Toropol dro¿szy, ni¿ planowano";0;1;"opole";0;0
"111";6107468716;2;2;FALSE;"W.Brytania: wystawa ""go³ych"" ram, bez obrazów, w Galerii Narodowej";0;1;"wielka brytania,muzeum,sztuka";1;0
"112";5274160790;4;3;TRUE;"MS: nowe zasady spadkowe maj¹ zwiêkszyæ pewnoœæ prawa";0;1;"prawo,magazyn finanse,kraj,ue";1;0
"113";2287857735;0;2;FALSE;"Ewa Kopacz udaje siê do Krakowa. Jutro wyjazdowe posiedzenie rz¹du";0;0;"wybory parlamentarne 2015,kraków,ewa kopacz,rz¹d po-psl";1;0
"114";2413642968;2;2;FALSE;"Polacy uciekaj¹ z firmami do Wielkiej Brytanii";1;0;"finanse,polska,wielka brytania,biznes,firma,dzia³alnoœæ gospodarcza,podatki,zus,firma zagranic¹,anglia,biurokracja";1;0
"115";3574657569;2;1;TRUE;"Strzelanina w poci¹gu Pary¿-Amsterdam. Belgia zwiêksza œrodki bezpieczeñstwa";0;0;"francja,œwiat";1;0
"116";4047767743;2;1;TRUE;"Szef brytyjskiego MSZ: musimy zachowaæ ostro¿noœæ w relacjach z Iranem";0;1;"wielka brytania,iran,œwiat";1;0
"117";4794330105;2;1;TRUE;"Szyd³o w Oœwiêcimiu: rz¹d powinien dziœ pokazaæ konkretny plan pomocy rolnikom";0;1;"beata szyd³o,wybory parlamentarne 2015,kraków,oœwiêcim";1;0
"118";3845596541;3;1;TRUE;"HTC Vive - gogle VR od Valve zadebiutuj¹ w tym roku, ale w ograniczonym nak³adzie";0;0;"vive vr";1;0
"119";4964071475;2;5;FALSE;"Nowy premier bêdzie koncentrowa³ siê na gospodarce";0;1;"australia,gospodarka,œwiat";1;0
"120";6033957390;2;1;TRUE;"K³opoty Deutsche Bank. Pomagali Rosjanom?";0;1;"deutsche bank,magazyn finanse,banki,rosja,ue";1;0
"121";3961516189;4;1;TRUE;"Pelagia P³otka ze ¯nina w³aœnie skoñczy³a 101 lat";0;0;"kujawsko-pomorskie";1;0
"122";4958048138;2;2;FALSE;"Warszawa: msza œwiêta w Muzeum Powstania Warszawskiego z udzia³em Dudy";0;1;"andrzej duda,powstanie warszawskie,warszawa";1;0
"123";4990125249;2;1;TRUE;"Z³oto: wyczekiwanie na dane";0;0;"z³oto,komentarze gie³dowe (kraj)";1;0
"124";4041746998;1;2;FALSE;"Tani iPhone 5S dla krajów rozwijaj¹cych siê";0;0;"smartfony,technowinki";1;0
"125";3929840651;0;2;FALSE;"Banki lubi¹ podnosiæ oprocentowanie kredytów, obni¿aæ niekoniecznie";1;0;"finanse,kredyt,banki,oprocentowanie kredytu,finanse,pieni¹dze,jak oszczêdzaæ pieni¹dze";1;0
"126";2473760379;3;1;TRUE;"Kuba: papie¿ Franciszek porozmawia³ z Raulem Castro";0;1;"kuba,œwiat,papie¿ franciszek";1;0
"127";2153936054;2;0;TRUE;"P³onie kilkadziesi¹t hektarów ³¹k";1;0;"wroc³aw,wroc³aw po¿ar,p³on¹ pola irygacyjne,wroc³aw stra¿ po¿arna,wroc³aw stra¿acy,wojciech adamski,wiceprezydent wroc³awia,ogieñ we wroc³awiu";1;0
"128";3127172994;1;3;FALSE;"Kosiniak-Kamysz nadal oczekuje stopy bezrobocia poni¿ej 10% na koniec roku";0;0;"bezrobocie,w³adys³aw kosiniak-kamysz,kraj,praca";1;0
"129";4052005545;1;1;FALSE;"Widmo chiñskiego kryzysu ci¹¿y gie³dom";0;0;"komentarze gie³dowe (œwiat)";1;0
"130";2162856679;2;2;FALSE;"Wielka Brytania: Frederick Forsyth by³ szpiegiem";0;1;"frederick forsyth,wielka brytania i irlandia";1;0
"131";2707268232;1;1;FALSE;"Inwestycje w badania i rozwój polskich firm IT staj¹ siê koniecznoœci¹";0;1;"kraj,wiadomoœci,inwestycje";1;0
"132";4940418168;2;0;TRUE;"Anna Mucha pokaza³a zdjêcie bez makija¿u";0;0;"anna mucha,plotki,instagram,bez makija¿u";1;0
